date,channel_grouping,platform,year,month,sumOfLeads
2019-02-13,,iOS,2019,2,129091.348984916
2019-02-14,,Android,2019,2,436062.335210959
2019-02-14,,Desktop,2019,2,251937.006420031
2019-02-14,,Mobile Web,2019,2,240263.396267519
2019-02-14,,iOS,2019,2,130450.423655965
2019-02-15,,Android,2019,2,414248.66593165
2019-02-15,,Desktop,2019,2,223104.948578257
2019-02-15,,Mobile Web,2019,2,236996.777137559
2019-02-15,,iOS,2019,2,122084.227599614
2019-02-16,,Android,2019,2,433229.649164847
2019-02-16,,Desktop,2019,2,139736.110377794
2019-02-16,,Mobile Web,2019,2,237829.504670303
2019-02-16,,iOS,2019,2,131632.650011807
2019-02-17,,Android,2019,2,423552.099102714
2019-02-17,,Desktop,2019,2,135919.807002669
2019-02-17,,Mobile Web,2019,2,252455.254585405
2019-02-17,,iOS,2019,2,125836.861345789
2019-02-18,,Android,2019,2,462719.466271271
2019-02-18,,Desktop,2019,2,267713.097638505
2019-02-18,,Mobile Web,2019,2,272088.164797765
2019-02-18,,iOS,2019,2,144415.679346851
2019-02-19,,Android,2019,2,428677.012870819
2019-02-19,,Desktop,2019,2,271579.622813582
2019-02-19,,Mobile Web,2019,2,264988.823627038
2019-02-19,,iOS,2019,2,133122.557324515
2019-02-20,,Android,2019,2,403001.589718851
2019-02-20,,Desktop,2019,2,260567.338096519
2019-02-20,,Mobile Web,2019,2,254430.13280059
2019-02-20,,iOS,2019,2,124958.781635296
2019-02-21,,Android,2019,2,411485.54732471
2019-02-21,,Desktop,2019,2,252289.383056487
2019-02-21,,Mobile Web,2019,2,248085.50771271
2019-02-21,,iOS,2019,2,127493.625456836
2019-02-22,,Android,2019,2,385926.1533874
2019-02-22,,Desktop,2019,2,225478.165213905
2019-02-22,,Mobile Web,2019,2,237138.951083812
2019-02-22,,iOS,2019,2,121893.434016779
2019-02-23,,Android,2019,2,400643.514295393
2019-02-23,,Desktop,2019,2,140065.049825889
2019-02-23,,Mobile Web,2019,2,237916.495060952
2019-02-23,,iOS,2019,2,125322.182653745
2019-02-24,,Android,2019,2,393484.919537832
2019-02-24,,Desktop,2019,2,131190.456522006
2019-02-24,,Mobile Web,2019,2,256478.690014206
2019-02-24,,iOS,2019,2,127371.405216819
2019-02-25,,Android,2019,2,432693.797167956
2019-02-25,,Desktop,2019,2,275829.632091906
2019-02-25,,Mobile Web,2019,2,265636.531877748
2019-02-25,,iOS,2019,2,134744.909285994
2019-02-26,,Android,2019,2,412576.569962842
2019-02-26,,Desktop,2019,2,265295.643774743
2019-02-26,,Mobile Web,2019,2,263788.547270894
2019-02-26,,iOS,2019,2,129564.03006732
2019-02-27,,Android,2019,2,405661.81082421
2019-02-27,,Desktop,2019,2,254318.854735595
2019-02-27,,Mobile Web,2019,2,250429.051725545
2019-02-27,,iOS,2019,2,126054.778464158
2019-02-28,,Android,2019,2,401998.581089223
2019-02-28,,Desktop,2019,2,243691.266375607
2019-02-28,,Mobile Web,2019,2,248477.993048337
2019-02-28,,iOS,2019,2,127690.734133884
2019-03-01,,Android,2019,3,404674.03263349
2019-03-01,,Desktop,2019,3,210500.304161228
2019-03-01,,Mobile Web,2019,3,247448.073483285
2019-03-01,,iOS,2019,3,122368.231631038
2019-03-02,,Android,2019,3,396665.516265232
2019-03-02,,Desktop,2019,3,141496.912993819
2019-03-02,,Mobile Web,2019,3,241766.292881449
2019-03-02,,iOS,2019,3,126121.495588541
2019-03-03,,Android,2019,3,388779.645814977
2019-03-03,,Desktop,2019,3,125928.35074844
2019-03-03,,Mobile Web,2019,3,234935.91137266
2019-03-03,,iOS,2019,3,125958.488403767
2019-03-04,,Android,2019,3,410564.065943411
2019-03-04,,Desktop,2019,3,251572.846871394
2019-03-04,,Mobile Web,2019,3,250305.434500117
2019-03-04,,iOS,2019,3,135852.340648391
2019-03-05,,Android,2019,3,408391.126769859
2019-03-05,,Desktop,2019,3,248767.444208232
2019-03-05,,Mobile Web,2019,3,245057.253958914
2019-03-05,,iOS,2019,3,129156.68286233
2019-03-06,,Android,2019,3,402152.249544722
2019-03-06,,Desktop,2019,3,250691.76186729
2019-03-06,,Mobile Web,2019,3,243895.605048982
2019-03-06,,iOS,2019,3,123331.917493558
2019-03-07,,Android,2019,3,400886.760448734
2019-03-07,,Desktop,2019,3,251927.561138802
2019-03-07,,Mobile Web,2019,3,252710.41651586
2019-03-07,,iOS,2019,3,123376.674497374
2019-03-08,,Android,2019,3,377722.648656779
2019-03-08,,Desktop,2019,3,212651.438918039
2019-03-08,,Mobile Web,2019,3,232234.360869822
2019-03-08,,iOS,2019,3,122597.252108141
2019-03-09,,Android,2019,3,386483.988290879
2019-03-09,,Desktop,2019,3,134711.491894011
2019-03-09,,Mobile Web,2019,3,232174.313177797
2019-03-09,,iOS,2019,3,123748.860391196
2019-03-10,,Android,2019,3,378892.475372612
2019-03-10,,Desktop,2019,3,134663.452905837
2019-03-10,,Mobile Web,2019,3,245383.807955135
2019-03-10,,iOS,2019,3,117475.292345045
2019-03-11,,Android,2019,3,394964.796118401
2019-03-11,,Desktop,2019,3,264828.446142129
2019-03-11,,Mobile Web,2019,3,252450.221302405
2019-03-11,,iOS,2019,3,129075.394949049
2019-03-12,,Android,2019,3,387661.176485652
2019-03-12,,Desktop,2019,3,257369.447084322
2019-03-12,,Mobile Web,2019,3,250259.990178537
2019-03-12,,iOS,2019,3,126896.467144062
2019-03-13,,Android,2019,3,370167.841596881
2019-03-13,,Desktop,2019,3,252589.630351917
2019-03-13,,Mobile Web,2019,3,242559.551695043
2019-03-13,,iOS,2019,3,123856.588777135
2019-03-14,,Android,2019,3,363685.113587399
2019-03-14,,Desktop,2019,3,245773.365389048
2019-03-14,,Mobile Web,2019,3,232618.391605045
2019-03-14,,iOS,2019,3,114976.801526031
2019-03-15,,Android,2019,3,345270.780707684
2019-03-15,,Desktop,2019,3,205818.947527043
2019-03-15,,Mobile Web,2019,3,216307.91605676
2019-03-15,,iOS,2019,3,107642.005182129
2019-03-16,,Android,2019,3,341800.345355138
2019-03-16,,Desktop,2019,3,137308.554278633
2019-03-16,,Mobile Web,2019,3,228483.01606328
2019-03-16,,iOS,2019,3,108848.951564885
2019-03-17,,Android,2019,3,358289.200808273
2019-03-17,,Desktop,2019,3,142408.726835047
2019-03-17,,Mobile Web,2019,3,236446.662028666
2019-03-17,,iOS,2019,3,115761.942202197
2019-03-18,,Android,2019,3,370196.818859365
2019-03-18,,Desktop,2019,3,279633.954813883
2019-03-18,,Mobile Web,2019,3,257024.295757445
2019-03-18,,iOS,2019,3,119361.274240988
2019-03-19,,Android,2019,3,369404.561735422
2019-03-19,,Desktop,2019,3,278993.571286507
2019-03-19,,Mobile Web,2019,3,248418.364423433
2019-03-19,,iOS,2019,3,125229.295972588
2019-03-20,,Android,2019,3,369075.325187229
2019-03-20,,Desktop,2019,3,263783.784558576
2019-03-20,,Mobile Web,2019,3,244770.056195029
2019-03-20,,iOS,2019,3,118002.537229934
2019-03-21,,Android,2019,3,357761.612072261
2019-03-21,,Desktop,2019,3,261086.829412016
2019-03-21,,Mobile Web,2019,3,234919.039860348
2019-03-21,,iOS,2019,3,114227.862489213
2019-03-22,,Android,2019,3,330635.932886115
2019-03-22,,Desktop,2019,3,215994.273959971
2019-03-22,,Mobile Web,2019,3,219373.445859989
2019-03-22,,iOS,2019,3,108194.084790276
2019-03-23,,Android,2019,3,332941.166781553
2019-03-23,,Desktop,2019,3,134621.397663976
2019-03-23,,Mobile Web,2019,3,218469.317208813
2019-03-23,,iOS,2019,3,112155.153719759
2019-03-24,,Android,2019,3,341018.140736919
2019-03-24,,Desktop,2019,3,124935.184255606
2019-03-24,,Mobile Web,2019,3,226571.528518112
2019-03-24,,iOS,2019,3,111908.343517372
2019-03-25,,Android,2019,3,358808.079484698
2019-03-25,,Desktop,2019,3,254291.74444217
2019-03-25,,Mobile Web,2019,3,246824.873367827
2019-03-25,,iOS,2019,3,122105.056260392
2019-03-26,,Android,2019,3,364291.678164898
2019-03-26,,Desktop,2019,3,258496.094693432
2019-03-26,,Mobile Web,2019,3,244110.576624331
2019-03-26,,iOS,2019,3,117952.975808502
2019-03-27,,Android,2019,3,358794.483822149
2019-03-27,,Desktop,2019,3,251009.858618761
2019-03-27,,Mobile Web,2019,3,240781.319504058
2019-03-27,,iOS,2019,3,121531.32528082
2019-03-28,,Android,2019,3,362707.030858449
2019-03-28,,Desktop,2019,3,242775.526143181
2019-03-28,,Mobile Web,2019,3,241050.596480752
2019-03-28,,iOS,2019,3,120045.725953524
2019-03-29,,Android,2019,3,359829.529187082
2019-03-29,,Desktop,2019,3,201685.207650254
2019-03-29,,Mobile Web,2019,3,230672.316928488
2019-03-29,,iOS,2019,3,114104.687167604
2019-03-30,,Android,2019,3,340117.246962751
2019-03-30,,Desktop,2019,3,124898.206190125
2019-03-30,,Mobile Web,2019,3,229842.106731523
2019-03-30,,iOS,2019,3,111576.748514221
2019-03-31,,Android,2019,3,355516.379855912
2019-03-31,,Desktop,2019,3,125325.810985528
2019-03-31,,Mobile Web,2019,3,241720.810675786
2019-03-31,,iOS,2019,3,115110.331461581
2019-04-01,,Android,2019,4,372805.761354037
2019-04-01,,Desktop,2019,4,253353.971285803
2019-04-01,,Mobile Web,2019,4,254565.60241003
2019-04-01,,iOS,2019,4,129100.105561082
2019-04-02,,Android,2019,4,380254.405775989
2019-04-02,,Desktop,2019,4,266460.184326342
2019-04-02,,Mobile Web,2019,4,252875.78770955
2019-04-02,,iOS,2019,4,125372.363419242
2019-04-03,,Android,2019,4,366008.379174589
2019-04-03,,Desktop,2019,4,249087.682362935
2019-04-03,,Mobile Web,2019,4,254871.518539999
2019-04-03,,iOS,2019,4,123354.980247427
2019-04-04,,Android,2019,4,362391.996369469
2019-04-04,,Desktop,2019,4,241771.599036533
2019-04-04,,Mobile Web,2019,4,243641.300440931
2019-04-04,,iOS,2019,4,125458.564017301
2019-04-05,,Android,2019,4,341060.380244251
2019-04-05,,Desktop,2019,4,217417.533864432
2019-04-05,,Mobile Web,2019,4,232151.569445928
2019-04-05,,iOS,2019,4,114033.587992758
2019-04-06,,Android,2019,4,347191.044140884
2019-04-06,,Desktop,2019,4,135945.884037886
2019-04-06,,Mobile Web,2019,4,234210.234725516
2019-04-06,,iOS,2019,4,115806.836863065
2019-04-07,,Android,2019,4,350927.942358209
2019-04-07,,Desktop,2019,4,137511.464024711
2019-04-07,,Mobile Web,2019,4,238989.336276197
2019-04-07,,iOS,2019,4,117279.419301584
2019-04-08,,Android,2019,4,367089.97246288
2019-04-08,,Desktop,2019,4,260932.573925214
2019-04-08,,Mobile Web,2019,4,257566.753933149
2019-04-08,,iOS,2019,4,129088.993810179
2019-04-09,,Android,2019,4,351310.72334363
2019-04-09,,Desktop,2019,4,265295.422233838
2019-04-09,,Mobile Web,2019,4,262304.924527928
2019-04-09,,iOS,2019,4,121712.52697892
2019-04-10,,Android,2019,4,343638.423416577
2019-04-10,,Desktop,2019,4,259992.55611138
2019-04-10,,Mobile Web,2019,4,252297.492090722
2019-04-10,,iOS,2019,4,120220.505911288
2019-04-11,,Android,2019,4,347106.583718564
2019-04-11,,Desktop,2019,4,248062.176310623
2019-04-11,,Mobile Web,2019,4,241908.18347949
2019-04-11,,iOS,2019,4,117781.454941925
2019-04-12,,Android,2019,4,342217.803294825
2019-04-12,,Desktop,2019,4,219296.108978628
2019-04-12,,Mobile Web,2019,4,228501.424747995
2019-04-12,,iOS,2019,4,112998.481363362
2019-04-13,,Android,2019,4,320029.482871167
2019-04-13,,Desktop,2019,4,138880.977142377
2019-04-13,,Mobile Web,2019,4,228741.512582455
2019-04-13,,iOS,2019,4,115520.871207825
2019-04-14,,Android,2019,4,336460.610032292
2019-04-14,,Desktop,2019,4,128734.73857053
2019-04-14,,Mobile Web,2019,4,240219.727036553
2019-04-14,,iOS,2019,4,114353.171497345
2019-04-15,,Android,2019,4,345475.599171502
2019-04-15,,Desktop,2019,4,261272.876412981
2019-04-15,,Mobile Web,2019,4,259099.107514731
2019-04-15,,iOS,2019,4,123377.837289351
2019-04-16,,Android,2019,4,348762.181415836
2019-04-16,,Desktop,2019,4,263427.256925711
2019-04-16,,Mobile Web,2019,4,253495.363621621
2019-04-16,,iOS,2019,4,117523.393563115
2019-04-17,,Android,2019,4,342531.947428286
2019-04-17,,Desktop,2019,4,257012.468016564
2019-04-17,,Mobile Web,2019,4,236435.15544784
2019-04-17,,iOS,2019,4,113854.886625795
2019-04-18,,Android,2019,4,337836.48453315
2019-04-18,,Desktop,2019,4,246626.780636904
2019-04-18,,Mobile Web,2019,4,237478.367645455
2019-04-18,,iOS,2019,4,110546.882340349
2019-04-19,,Android,2019,4,338381.562061844
2019-04-19,,Desktop,2019,4,216838.770996708
2019-04-19,,Mobile Web,2019,4,235216.062192384
2019-04-19,,iOS,2019,4,109450.460724066
2019-04-20,,Android,2019,4,326257.853280395
2019-04-20,,Desktop,2019,4,135898.87804992
2019-04-20,,Mobile Web,2019,4,234841.314931643
2019-04-20,,iOS,2019,4,113979.867086718
2019-04-21,,Android,2019,4,321204.679464171
2019-04-21,,Desktop,2019,4,134230.356651495
2019-04-21,,Mobile Web,2019,4,238876.953269851
2019-04-21,,iOS,2019,4,106852.868218277
2019-04-22,,Android,2019,4,340560.795601165
2019-04-22,,Desktop,2019,4,279984.962367441
2019-04-22,,Mobile Web,2019,4,256999.185623197
2019-04-22,,iOS,2019,4,125805.838156392
2019-04-23,,Android,2019,4,332326.890675957
2019-04-23,,Desktop,2019,4,260008.735003347
2019-04-23,,Mobile Web,2019,4,242075.878162513
2019-04-23,,iOS,2019,4,117755.317283812
2019-04-24,,Android,2019,4,341233.348474894
2019-04-24,,Desktop,2019,4,252299.98742441
2019-04-24,,Mobile Web,2019,4,239100.172194835
2019-04-24,,iOS,2019,4,115095.595839519
2019-04-25,,Android,2019,4,330679.544961806
2019-04-25,,Desktop,2019,4,243588.2416664
2019-04-25,,Mobile Web,2019,4,234047.354536824
2019-04-25,,iOS,2019,4,115830.029488211
2019-04-26,,Android,2019,4,324679.153932505
2019-04-26,,Desktop,2019,4,204245.728887115
2019-04-26,,Mobile Web,2019,4,224732.089238875
2019-04-26,,iOS,2019,4,112281.384384148
2019-04-27,,Android,2019,4,307937.251778066
2019-04-27,,Desktop,2019,4,131615.471914713
2019-04-27,,Mobile Web,2019,4,222866.169820974
2019-04-27,,iOS,2019,4,105572.015747063
2019-04-28,,Android,2019,4,324014.454332163
2019-04-28,,Desktop,2019,4,121233.204150734
2019-04-28,,Mobile Web,2019,4,228614.470103128
2019-04-28,,iOS,2019,4,108981.433383647
2019-04-29,,Android,2019,4,334806.753401665
2019-04-29,,Desktop,2019,4,242454.837241816
2019-04-29,,Mobile Web,2019,4,248326.097445717
2019-04-29,,iOS,2019,4,123648.229413854
2019-04-30,,Android,2019,4,330237.421539471
2019-04-30,,Desktop,2019,4,220258.546294636
2019-04-30,,Mobile Web,2019,4,233830.258465543
2019-04-30,,iOS,2019,4,115401.397734424
2019-05-01,,Android,2019,5,328926.005219204
2019-05-01,,Desktop,2019,5,120968.484773946
2019-05-01,,Mobile Web,2019,5,238485.973328705
2019-05-01,,iOS,2019,5,115966.617489261
2019-05-02,,Android,2019,5,335565.988820013
2019-05-02,,Desktop,2019,5,240942.220683338
2019-05-02,,Mobile Web,2019,5,244643.209825642
2019-05-02,,iOS,2019,5,121029.911146618
2019-05-03,,Android,2019,5,333132.858554414
2019-05-03,,Desktop,2019,5,203381.099879672
2019-05-03,,Mobile Web,2019,5,229598.079630436
2019-05-03,,iOS,2019,5,114130.463733454
2019-05-04,,Android,2019,5,319238.562145562
2019-05-04,,Desktop,2019,5,138025.392830295
2019-05-04,,Mobile Web,2019,5,226189.140922129
2019-05-04,,iOS,2019,5,113604.87147293
2019-05-05,,Android,2019,5,303817.802315564
2019-05-05,,Desktop,2019,5,125648.704389522
2019-05-05,,Mobile Web,2019,5,226214.627567154
2019-05-05,,iOS,2019,5,111943.65738292
2019-05-06,,Android,2019,5,310031.405326418
2019-05-06,,Desktop,2019,5,231913.436581045
2019-05-06,,Mobile Web,2019,5,227095.273812993
2019-05-06,,iOS,2019,5,114645.136485447
2019-05-07,,Android,2019,5,309691.43936611
2019-05-07,,Desktop,2019,5,240677.325896176
2019-05-07,,Mobile Web,2019,5,223758.368075752
2019-05-07,,iOS,2019,5,113728.449066996
2019-05-08,,Android,2019,5,308339.77972469
2019-05-08,,Desktop,2019,5,241543.846352558
2019-05-08,,Mobile Web,2019,5,221223.971084676
2019-05-08,,iOS,2019,5,112827.807458611
2019-05-09,,Android,2019,5,303616.432794303
2019-05-09,,Desktop,2019,5,245276.869718545
2019-05-09,,Mobile Web,2019,5,224286.268787239
2019-05-09,,iOS,2019,5,119291.126293637
2019-05-10,,Android,2019,5,303515.751838563
2019-05-10,,Desktop,2019,5,209604.020015395
2019-05-10,,Mobile Web,2019,5,220257.81728044
2019-05-10,,iOS,2019,5,110038.210746752
2019-05-11,,Android,2019,5,309341.80730602
2019-05-11,,Desktop,2019,5,140667.828735709
2019-05-11,,Mobile Web,2019,5,229194.622663028
2019-05-11,,iOS,2019,5,112643.47564054
2019-05-12,,Android,2019,5,308846.959557272
2019-05-12,,Desktop,2019,5,122274.586115004
2019-05-12,,Mobile Web,2019,5,227454.833928449
2019-05-12,,iOS,2019,5,108740.238684141
2019-05-13,,Android,2019,5,310987.482241423
2019-05-13,,Desktop,2019,5,265961.441182956
2019-05-13,,Mobile Web,2019,5,235647.777652972
2019-05-13,,iOS,2019,5,116813.407278723
2019-05-14,,Android,2019,5,313978.824405792
2019-05-14,,Desktop,2019,5,248864.534075518
2019-05-14,,Mobile Web,2019,5,232858.420125924
2019-05-14,,iOS,2019,5,98450.660619139
2019-05-15,,Android,2019,5,311731.735955759
2019-05-15,,Desktop,2019,5,245633.111433532
2019-05-15,,Mobile Web,2019,5,224865.413346681
2019-05-15,,iOS,2019,5,105855.083708772
2019-05-16,,Android,2019,5,310357.958238533
2019-05-16,,Desktop,2019,5,242063.678932681
2019-05-16,,Mobile Web,2019,5,219663.470831767
2019-05-16,,iOS,2019,5,105039.191995961
2019-05-17,,Android,2019,5,295507.431652442
2019-05-17,,Desktop,2019,5,209512.124645205
2019-05-17,,Mobile Web,2019,5,214846.49428726
2019-05-17,,iOS,2019,5,100594.94516171
2019-05-18,,Android,2019,5,266513.561481068
2019-05-18,,Desktop,2019,5,122821.981287481
2019-05-18,,Mobile Web,2019,5,214825.408281018
2019-05-18,,iOS,2019,5,84025.725366869
2019-05-19,,Android,2019,5,324313.753567324
2019-05-19,,Desktop,2019,5,112228.4687009
2019-05-19,,Mobile Web,2019,5,226474.411130392
2019-05-19,,iOS,2019,5,105753.760636909
2019-05-20,,Android,2019,5,357758.696150891
2019-05-20,,Desktop,2019,5,154492.621066616
2019-05-20,,Mobile Web,2019,5,241484.958128841
2019-05-20,,iOS,2019,5,114112.95435572
2019-05-21,,Android,2019,5,362904.055974512
2019-05-21,,Desktop,2019,5,237166.165628095
2019-05-21,,Mobile Web,2019,5,241669.107325162
